Cabang,Usia_Ulasan,Tanggal_Scrape,Teks_Ulasan,Teks_Bersih,Tanggal_Ulasan,Label_Prediksi
Gacoan Sawangan,setahun lalu,2026-04-17,"Semua makanannya enak, apalagi Mien gacoan level 8nya Karyawannya ramah ka nadia sama ka Hilda Sehat2 ka😍 …",semua makanannya enak apalagi mien gacoan level 8nya karyawannya ramah ka nadia sama ka hilda sehat2 ka,2025-04-17,Positif
Gacoan Sawangan,2 tahun lalu,2026-04-17,"Udangnya sering habis padahal itu yang enak ... Klo minuman nya tidak worth it mending beli air mineral... Untuk mie nya Menurut saya hanya untuk seru seruan aja dengan tingkat pedas , bukan untuk cari makan enak",udangnya sering habis padahal itu yang enak kalau minuman nya tidak worth it mending beli air mineral untuk mie nya menurut saya hanya untuk seru seruan saja dengan tingkat pedas bukan untuk cari makan enak,2024-04-17,Negatif
Gacoan Sawangan,9 bulan lalu,2026-04-17,"tempat nya bagus, pelayanannya sangat ramah",tempat nya bagus pelayanannya sangat ramah,2025-07-17,Positif
Gacoan Sawangan,2 bulan lalu,2026-04-17,"Luas parkiran ny, tempat ny juga nyaman",luas parkiran ny tempat ny juga nyaman,2026-02-17,Positif
Gacoan Sawangan,2 tahun lalu,2026-04-17,"Mie gacoan yang manajemennya jelek banget, tim kitchen doang yang rame sisanya tim server sama cleaner lemot semua, kekurangan server yang bikin orderan gk keluar dari kitchen, padahal meja udh pada kosong masih ditahan 20 menit juga …",mie gacoan yang manajemennya jelek sekali tim kitchen saja yang ramai sisanya tim server sama cleaner lemot semua kekurangan server yang bikin orderan tidak keluar dari kitchen padahal meja sudah pada kosong masih ditahan 20 menit juga,2024-04-17,Negatif
Gacoan Sawangan,10 bulan lalu,2026-04-17,Pelayanan nya baik oke harganya oke enk bgt rasanya pas work it dehh,pelayanan nya baik oke harganya oke enak sangat rasanya pas work it dehh,2025-06-17,Positif
Gacoan Sawangan,2 tahun lalu,2026-04-17,sebenernya ini ke 3 kali kesana pertama dan kedua its really finee! TAPI PAS YG KETIGA KOK ZONKK?!!!!!! …,sebenarnya ini ke 3 kali kesana pertama dan kedua its really finee tapi pas yang ketiga kok zonkk,2024-04-17,Negatif
Gacoan Sawangan,2 tahun lalu,2026-04-17,Tempatnya luas. Konsumen dipisah base on  banyaknya rombongan (kursi 2 atau kursi 4). Menu andalan mie rasanya biasa saja sih. Ada jg menu lain utk pelengkap mie. Harga mknan ckp terjangkau. Pengelolaan parkir resmi kerjasama lingkungan RT setempat.,tempatnya luas konsumen dipisah base on banyaknya rombongan kursi 2 atau kursi 4 menu andalan mie rasanya biasa saja sih ada juga menu lain untuk pelengkap mie harga makanan cukup terjangkau pengelolaan parkir resmi kerjasama lingkungan rt setempat,2024-04-17,Positif
Gacoan Sawangan,11 bulan lalu,2026-04-17,"Pelayanan nya baik ramah cepat,dan tempat nya rapih bersih dan nyaman.",pelayanan nya baik ramah cepatdan tempat nya rapih bersih dan nyaman,2025-05-17,Positif
Gacoan Sawangan,8 bulan lalu,2026-04-17,"Tempatnya nyaman, staff nya ramah ramah",tempatnya nyaman staff nya ramah ramah,2025-08-17,Positif
Gacoan Sawangan,7 bulan lalu,2026-04-17,"Nyaman, makanannua juga enak enak",nyaman makanannua juga enak enak,2025-09-17,Positif
Gacoan Sawangan,2 tahun lalu,2026-04-17,"Service pelayan kurang banget, pengaturan tempat duduk terlalu kaku harus sesuai no urut macam kayak anak ujian aja mejanya dinomorin, udah gitu ga bisa join mejaa ga rekomended deh buat acara arisan emak2✌️",service pelayan kurang sekali pengaturan tempat duduk terlalu kaku harus sesuai no urut macam mirip anak ujian saja mejanya dinomorin sudah begitu tidak bisa join mejaa tidak rekomended deh buat acara arisan emak2,2024-04-17,Negatif
Gacoan Sawangan,4 bulan lalu,2026-04-17,Pelayanan nya ramah dan cepat,pelayanan nya ramah dan cepat,2025-12-17,Positif
Gacoan Sawangan,10 bulan lalu,2026-04-17,"Enak, murah, stafnya cntik2 Kakak yg namanya giska, ridwan, jeni helpfull bgtttt bintang 1000",enak murah stafnya cntik2 kakak yang namanya giska ridwan jeni helpfull bgtttt bintang 1000,2025-06-17,Positif
Gacoan Sawangan,8 bulan lalu,2026-04-17,"Pelayanan cepat, untuk makanan juga enak. Good lah",pelayanan cepat untuk makanan juga enak good lah,2025-08-17,Positif
Gacoan Sawangan,2 bulan lalu,2026-04-17,Untuk pelayanan cukup bagus,untuk pelayanan cukup bagus,2026-02-17,Positif
Gacoan Sawangan,2 tahun lalu,2026-04-17,Mie nya asin.tidak ada gurih sama sekali.hanya rasa asin pedes.saya kurang suka.mungkin kalau di tambah micin saya akan suka..saya akan coba lg di mie gacoan di parung. Yg akan buka tgl 27.03.24. Semoga mie nya ada rasa gurih² nya,mie nya asintidak ada gurih sama sekalihanya rasa asin pedessaya kurang sukamungkin kalau di tambah micin saya akan sukasaya akan coba lagi di mie gacoan di parung yang akan buka tanggal 270324 semoga mie nya ada rasa gurih² nya,2024-04-17,Negatif
Gacoan Sawangan,setahun lalu,2026-04-17,"Tempat nya enak, rapih,bersihh, pelayanannya baik",tempat nya enak rapihbersihh pelayanannya baik,2025-04-17,Positif
Gacoan Sawangan,setahun lalu,2026-04-17,"Beli Mie Gacoan 2 , lev 3 dan 2, yang dateng Mie Hompimpa dua dua nya,  di komplain malah membela diri, padahal jelas jelas dari warna pun beda ...",beli mie gacoan 2 lev 3 dan 2 yang datang mie hompimpa dua dua nya di komplain malah membela diri padahal jelas jelas dari warna pun beda,2025-04-17,Negatif
Gacoan Sawangan,9 bulan lalu,2026-04-17,Kk nya ramah yang  namanya ade lucu baik juga tempat nya nyaman bersih❤,kakak nya ramah yang namanya ade lucu baik juga tempat nya nyaman bersih,2025-07-17,Positif
Gacoan Sawangan,Diedit setahun lalu,2026-04-17,"gacoan paling nyaman, pelayanan cepat tidaj antre. minus tukang parkir buset aja 3 rebu permotor. inimah dikali 500 motor parkir perhari udh dpt 1,5jt. cepet kaya. mending kalo motor gw panas ditutupin kardus kek, atau diparkirin nyebrang …",gacoan paling nyaman pelayanan cepat tidaj antre minus tukang parkir buset saja 3 rebu permotor inimah dikali 500 motor parkir perhari sudah dapat 15jt cepat kaya mending kalau motor saya panas ditutupin kardus kek atau diparkirin nyebrang,2025-04-17,Negatif
Gacoan Sawangan,3 bulan lalu,2026-04-17,Take away ga di kasih sumpit,take away tidak di kasih sumpit,2026-01-17,Negatif
Gacoan Sawangan,8 bulan lalu,2026-04-17,"Pelayanan baik, makanan enak, minuman enak",pelayanan baik makanan enak minuman enak,2025-08-17,Positif
Gacoan Sawangan,10 bulan lalu,2026-04-17,"makanan nya enak, Pelayanan nya baik",makanan nya enak pelayanan nya baik,2025-06-17,Positif
Gacoan Sawangan,7 bulan lalu,2026-04-17,pelayan nya ramah dan asin,pelayan nya ramah dan asin,2025-09-17,Positif
Gacoan Sawangan,2 tahun lalu,2026-04-17,"comfyyy placeee, pelayanannya bagus dan cepatt. rasa makanan sangat recommended buat makan siang, minusnya tempatnya agak sedikit kotor huhu semoga kedepannya lebih baik yaaa. tp so far sangat affordable bgt sii. parkirnya juga luas bgt",comfyyy placeee pelayanannya bagus dan cepatt rasa makanan sangat recommended buat makan siang minusnya tempatnya agak sedikit kotor huhu semoga kedepannya lebih baik yaaa tapi so far sangat affordable sangat sii parkirnya juga luas sangat,2024-04-17,Positif
Gacoan Sawangan,2 tahun lalu,2026-04-17,"Harga murah, rasa gak murahan, suasana sangat nyaman. Pelayanan ramah dan cepat. Semoga semakin sukses dan berkah, usaha yg padat karya. Seneng liatnya menyerap banyak tenaga kerja.",harga murah rasa tidak murahan suasana sangat nyaman pelayanan ramah dan cepat semoga semakin sukses dan berkah usaha yang padat karya senang liatnya menyerap banyak tenaga kerja,2024-04-17,Positif
Gacoan Sawangan,7 bulan lalu,2026-04-17,Tempatnya lumayan baguss,tempatnya lumayan baguss,2025-09-17,Positif
Gacoan Sawangan,2 tahun lalu,2026-04-17,"Pengalaman saya berkunjung ke Mie Gacoan Depok Sawangan dengan hidangannya mulai dari Makanan (Mie Gacoan) dan Minuman favorite saya (Thai Tea) disajikan sangat baik dan tampilannya be well dress. Pelayanan kasir yang ramah, sehingga saya …",pengalaman saya berkunjung ke mie gacoan depok sawangan dengan hidangannya mulai dari makanan mie gacoan dan minuman favorite saya thai tea disajikan sangat baik dan tampilannya be well dress pelayanan kasir yang ramah sehingga saya,2024-04-17,Positif
Gacoan Sawangan,10 bulan lalu,2026-04-17,gacoan paling bedaa sih pedes nya pol bangett muanteeppp banget dengan tempat dan suasana yg luass sekali pastinya,gacoan paling bedaa sih pedas nya pol sangat muanteeppp sekali dengan tempat dan suasana yang luass sekali pastinya,2025-06-17,Positif
Gacoan Sawangan,7 bulan lalu,2026-04-17,"Gak pernah bosen makan disini , pelayanannya ramah",tidak pernah bosan makan disini pelayanannya ramah,2025-09-17,Positif
Gacoan Sawangan,9 bulan lalu,2026-04-17,ENAKK BANGETT GACOAN I LOVE UUU PELAYANAN NYA RAMAH DANN CEPATT JUGAAKK AAAKK POKONYA UJANG KEDU ENAK BGTTT #SAWANGANPRIDE,enakk sangat gacoan cinta uuu pelayanan nya ramah dann cepatt jugaakk aaakk pokoknya ujang kedu enak bgttt sawanganpride,2025-07-17,Positif
Gacoan Sawangan,4 bulan lalu,2026-04-17,Pelayanan nyaa sangat ramah,pelayanan nyaa sangat ramah,2025-12-17,Positif
Gacoan Sawangan,setahun lalu,2026-04-17,kordinasiin lah sm tukang parkir disitu masa enak bgt cuma duduk duduk nerima duit parkir? kalo gue gabilang buat sebrangin mana ada mereka inisiatif !!! mau nerima duitnya aja lo,kordinasiin lah sama tukang parkir disitu masa enak sangat cuma duduk duduk nerima duit parkir kalau saya gabilang buat sebrangin mana ada mereka inisiatif mau nerima duitnya saja kamu,2025-04-17,Negatif
Gacoan Sawangan,2 bulan lalu,2026-04-17,asikk bgtt bersih tempatnya,asikk bgtt bersih tempatnya,2026-02-17,Positif
Gacoan Sawangan,3 bulan lalu,2026-04-17,Tempat nya nyaman bersih,tempat nya nyaman bersih,2026-01-17,Positif
Gacoan Sawangan,10 bulan lalu,2026-04-17,"pengalaman saya selama sering beberapa kesini sangat baik, karena melayani dengan baik trus sangat cepat",pengalaman saya selama sering beberapa kesini sangat baik karena melayani dengan baik terus sangat cepat,2025-06-17,Positif
Gacoan Sawangan,9 bulan lalu,2026-04-17,"makanannya enak bangett, layanannya juga bagus",makanannya enak sangat layanannya juga bagus,2025-07-17,Positif
Gacoan Sawangan,setahun lalu,2026-04-17,"tempat Strategis,parkiran luas,tempat nyaman dan menu makan nya juga banyak pilihan dan rasanya enak,harga cukup di kantong,murah tpi tetap enak",tempat strategisparkiran luastempat nyaman dan menu makan nya juga banyak pilihan dan rasanya enakharga cukup di kantongmurah tapi tetap enak,2025-04-17,Positif
Gacoan Sawangan,9 bulan lalu,2026-04-17,tempatnya nyaman & pelayanannya oke bgt,tempatnya nyaman pelayanannya oke sangat,2025-07-17,Positif
Gacoan Sawangan,setahun lalu,2026-04-17,"pelayanan keren, makanannya enak semua",pelayanan keren makanannya enak semua,2025-04-17,Positif
Gacoan Sawangan,2 bulan lalu,2026-04-17,Tempatnya nyaman dan bersih,tempatnya nyaman dan bersih,2026-02-17,Positif
Gacoan Sawangan,2 tahun lalu,2026-04-17,Untuk harga segitu saya ga bisa komplain soal rasa dan service tapi kok ya kenapa ga dipisah area smoking dan non-smoking? Padahal sebagian besar pelanggan yg datang itu bawa anak kecil. Mengganggu sekali saat ada orang ignorant yang ngerokok di tengah2 ruangan. Restoran rasa warteg.,untuk harga segitu saya tidak bisa komplain soal rasa dan service tapi kok ya kenapa tidak dipisah area smoking dan nonsmoking padahal sebagian besar pelanggan yang datang itu bawa anak kecil mengganggu sekali saat ada orang ignorant yang merokok di tengah2 ruangan restoran rasa warteg,2024-04-17,Negatif
Gacoan Sawangan,2 tahun lalu,2026-04-17,Makana nya murah tapi rasa nya biasa aja. Layanan nya super lamaaa.. Menunggu 1 menu saja bisa lebih dari 30 menit. Suasana nya bising & kurang nyaman... Lebih terkesan kaya tempat makan di stasiun atau terminal.,karena itu nya murah tapi rasa nya biasa saja layanan nya super lamaaa menunggu 1 menu saja bisa lebih dari 30 menit suasana nya bising kurang nyaman lebih terkesan kaya tempat makan di stasiun atau terminal,2024-04-17,Negatif
Gacoan Sawangan,9 bulan lalu,2026-04-17,"pelayanannya bagus, harga worth it bgtt, wajib cobaain gess",pelayanannya bagus harga worth it bgtt wajib cobaain gess,2025-07-17,Positif
Gacoan Sawangan,10 bulan lalu,2026-04-17,"pelayanannya sangat ramah, gacoan paling enak sih menurutku✌️",pelayanannya sangat ramah gacoan paling enak sih menurutku,2025-06-17,Positif
Gacoan Sawangan,9 bulan lalu,2026-04-17,"Makanan enak, tempat nya adem, suasana tenang ga ribut",makanan enak tempat nya adem suasana tenang tidak ribut,2025-07-17,Positif
Gacoan Sawangan,11 bulan lalu,2026-04-17,"Ramah"" pelayan disini, kasirnya juga, pokoknya klo soal rasa the best✨💗 …",ramah pelayan disini kasirnya juga pokoknya kalau soal rasa the best,2025-05-17,Positif
Gacoan Sawangan,11 bulan lalu,2026-04-17,Makan di Gacoan ga pernah gagal rasa dan pelayanannya. Don't worry to stay hungry because Gancoan always ready.,makan di gacoan tidak pernah gagal rasa dan pelayanannya dont worry to stay hungry because gancoan always ready,2025-05-17,Positif
Gacoan Sawangan,9 bulan lalu,2026-04-17,Untuk rasa mie nya pas dan suasana nya cocok untuk kumpul bareng temen temen atau yang lain,untuk rasa mie nya pas dan suasana nya cocok untuk kumpul bareng teman teman atau yang lain,2025-07-17,Positif
Gacoan Sawangan,8 bulan lalu,2026-04-17,"Udang keju nya enak banget, sama sambel nya manis asem enak",udang keju nya enak sekali sama sambal nya manis asem enak,2025-08-17,Positif
Gacoan Sawangan,7 bulan lalu,2026-04-17,"Enakkk bangetttt makan langsung,",enakkk bangetttt makan langsung,2025-09-17,Positif
Gacoan Sawangan,2 bulan lalu,2026-04-17,Pelayan nya ramah ...,pelayan nya ramah,2026-02-17,Positif
Gacoan Sawangan,setahun lalu,2026-04-17,"tempat luas, pelayanan ok",tempat luas pelayanan oke,2025-04-17,Positif
Gacoan Sawangan,2 tahun lalu,2026-04-17,"demi Allah pelayanannya BURIK!! tadi sekitar jam 10 gua makan di sini, makan gacoan sama temen gua 5 org. gua ke duduk di meja 5* yg masih penuh clear up’an. sampe minuman gua, gua ambil nih clear up’an ga di bersih”in sama tukangnya!!. gua …",demi allah pelayanannya burik tadi sekitar jam 10 saya makan di sini makan gacoan sama teman saya 5 orang saya ke duduk di meja 5 yang masih penuh clear upan sampai minuman saya saya ambil nih clear upan tidak di bersihin sama tukangnya saya,2024-04-17,Negatif
Gacoan Sawangan,setahun lalu,2026-04-17,"ga enak, beli gacoan lv 1 bumbunya ga berasa, hambar, kenapa jd berubah ya pdhl dulu enak beli disini..kecewa...",tidak enak beli gacoan lv 1 bumbunya tidak berasa hambar kenapa jadi berubah ya padahal dulu enak beli disinikecewa,2025-04-17,Negatif
Gacoan Sawangan,2 tahun lalu,2026-04-17,"Pelayanan nya cepat, tempatnya bersih. tapi tolong kasih tau ya tukang parkirnya... kalo liat ada yang kesusahan keluarin motor tolong di bantu apalagi ngeluarinnya sendrii, jangan cuman joget dengerin lagu sama nerimaa uang aja.",pelayanan nya cepat tempatnya bersih tapi tolong kasih tahu ya tukang parkirnya kalau liat ada yang kesusahan keluarin motor tolong di bantu apalagi ngeluarinnya sendrii jangan hanya joget dengerin lagu sama nerimaa uang saja,2024-04-17,Negatif
Gacoan Sawangan,setahun lalu,2026-04-17,Sangat memuaskan pelayanannya dan penyajiannya juga cepat rekomend bgt makan disini tempatnya juga bagus,sangat memuaskan pelayanannya dan penyajiannya juga cepat rekomend sangat makan disini tempatnya juga bagus,2025-04-17,Positif
Gacoan Sawangan,2 tahun lalu,2026-04-17,Tempatnya asik keren n' nyaman Harganya murah banget,tempatnya asik keren nyaman harganya murah sekali,2024-04-17,Positif
Gacoan Sawangan,3 bulan lalu,2026-04-17,"All good, pelayanan oke",all good pelayanan oke,2026-01-17,Positif
Gacoan Sawangan,setahun lalu,2026-04-17,pelayanannya baik makanannya enak dan tempatnya bersih adem,pelayanannya baik makanannya enak dan tempatnya bersih adem,2025-04-17,Positif
Gacoan Sawangan,2 tahun lalu,2026-04-17,"Tempatnya luas, untuk meja harus sesuai dengan nomor yang dipilihkan oleh kasir di awal, tempat duduk di bagian tengah lumayan panas dan kurang nyaman. Rasa makanan dan harga sama seperti di gacoan lain. Pelayanannya ramah dan cepat.",tempatnya luas untuk meja harus sesuai dengan nomor yang dipilihkan oleh kasir di awal tempat duduk di bagian tengah lumayan panas dan kurang nyaman rasa makanan dan harga sama seperti di gacoan lain pelayanannya ramah dan cepat,2024-04-17,Positif
Gacoan Sawangan,setahun lalu,2026-04-17,"Pelayanan ramah,cepat dan makanan nya sesuai",pelayanan ramahcepat dan makanan nya sesuai,2025-04-17,Positif
Gacoan Sawangan,2 bulan lalu,2026-04-17,Sangat terjangkau sekalii..,sangat terjangkau sekalii,2026-02-17,Positif
Gacoan Sawangan,8 bulan lalu,2026-04-17,"Mie gacoan dari sekian mie gacoan lainnya, ini yg paling bares.... good lah",mie gacoan dari sekian mie gacoan lainnya ini yang paling bares good lah,2025-08-17,Positif
Gacoan Sawangan,7 bulan lalu,2026-04-17,"bagus, pelayanya ramah",bagus pelayanya ramah,2025-09-17,Positif
Gacoan Sawangan,9 bulan lalu,2026-04-17,"Tempat nya enak, pelayanan ramah",tempat nya enak pelayanan ramah,2025-07-17,Positif
Gacoan Sawangan,8 bulan lalu,2026-04-17,Tempatnya nyaman dan pelayanan okee,tempatnya nyaman dan pelayanan okee,2025-08-17,Positif
Gacoan Sawangan,2 bulan lalu,2026-04-17,Tempatnya comfy dan enak,tempatnya comfy dan enak,2026-02-17,Positif
Gacoan Sawangan,8 bulan lalu,2026-04-17,"Enakk bangettt, pelayananya juga okeyyy, suksess terosss yaaa!!! 😍🥰😘😚 …",enakk bangettt pelayananya juga okeyyy suksess terosss yaaa,2025-08-17,Positif
Gacoan Sawangan,setahun lalu,2026-04-17,"Mie gacoannya enak penyajiannya masih anget , udang keju lumpia udang enakk smua mantap murah pelayanan cepat . Good",mie gacoannya enak penyajiannya masih hangat udang keju lumpia udang enakk semua mantap murah pelayanan cepat good,2025-04-17,Positif
Gacoan Sawangan,setahun lalu,2026-04-17,Pelayanan nya bagus tempatnya juga enak buat nongkrong brg teman² dan keluarga,pelayanan nya bagus tempatnya juga enak buat nongkrong barang teman² dan keluarga,2025-04-17,Positif
